================================================================================
  J/L/P 파일 중국어(한자) 문자 완전 비교 분석 보고서
  생성일시: 2026-04-22 00:36:16
================================================================================

[1/5] J파일 텍스트 추출 중...
  J 원본: 1,036,441자 / J 최종본: 1,038,941자

[2/5] L파일 텍스트 추출 중...
  L 원본: 628,016자 / L 수동완료: 629,360자

[3/5] P파일 텍스트 추출 중...
  P 파일: 313,122자
  P 대체파일 존재함, 추출 중...
  P 대체파일: 313,122자

[4/5] J파일 중국어 문자 비교 분석...

================================================================================
  [J파일] 중국어(한자) 문자 완전 비교 분석
================================================================================

원본 중국어 문자 종류: 5,475개
최종본 중국어 문자 종류: 5,475개
원본 중국어 문자 총 출현: 141,326회
최종본 중국어 문자 총 출현: 141,240회
출현 차이: -86회

--- 중국어 문자 종류 변화 ---
원본에만 있는 문자 (삭제됨): 0개
최종본에만 있는 문자 (추가됨): 0개
공통 문자: 5475개

--- 중국어 문자 출현 빈도 변화 (공통 문자) ---
문자   코드               원본      최종본       차이 상태      
  八  U+516B            8        8       +0 동일
  贯  U+8D2F            1        1       +0 동일
  然  U+7136           45       45       +0 동일
  彭  U+5F6D            6        6       +0 동일
  榴  U+69B4            2        2       +0 동일
  确  U+786E            3        3       +0 동일
  阎  U+960E            1        1       +0 동일
  買  U+8CB7            3        3       +0 동일
  支  U+652F           12       12       +0 동일
  祭  U+796D            2        2       +0 동일
  钉  U+9489            8        8       +0 동일
  知  U+77E5           21       21       +0 동일
  握  U+63E1            1        1       +0 동일
  唧  U+5527            1        1       +0 동일
  晚  U+665A           13       13       +0 동일
  鹹  U+9E79            1        1       +0 동일
  猜  U+731C            3        3       +0 동일
  捎  U+634E            1        1       +0 동일
  怀  U+6000            5        5       +0 동일
  鲆  U+9C86            2        2       +0 동일
  瓢  U+74E2           10       10       +0 동일
  念  U+5FF5            8        8       +0 동일
  优  U+4F18           17       17       +0 동일
  摸  U+6478            4        4       +0 동일
  膍  U+818D            3        3       +0 동일
  歧  U+6B67            1        1       +0 동일
  乱  U+4E71           23       23       +0 동일
  涂  U+6D82            1        1       +0 동일
  专  U+4E13            9        9       +0 동일
  义  U+4E49           17       17       +0 동일
  擦  U+64E6            6        6       +0 동일
  郁  U+90C1            3        3       +0 동일
  我  U+6211          147      147       +0 동일
  盾  U+76FE            4        4       +0 동일
  帔  U+5E14            3        3       +0 동일
  呗  U+5457            1        1       +0 동일
  泥  U+6CE5           12       12       +0 동일
  今  U+4ECA           17       17       +0 동일
  蘑  U+8611            2        2       +0 동일
  邳  U+90B3            2        2       +0 동일
  襻  U+897B            4        4       +0 동일
  桂  U+6842            2        2       +0 동일
  授  U+6388            2        2       +0 동일
  阗  U+9617            3        3       +0 동일
  渊  U+6E0A            2        2       +0 동일
  绩  U+7EE9            6        6       +0 동일
  貌  U+8C8C            4        4       +0 동일
  女  U+5973           28       28       +0 동일
  板  U+677F           43       43       +0 동일
  老  U+8001           55       55       +0 동일
  形  U+5F62          356      356       +0 동일
  滑  U+6ED1           11       11       +0 동일
  椅  U+6905            4        4       +0 동일
  掉  U+6389           15       15       +0 동일
  遺  U+907A            1        1       +0 동일
  苇  U+82C7            2        2       +0 동일
  箧  U+7BA7            1        1       +0 동일
  立  U+7ACB           15       15       +0 동일
  撲  U+64B2            1        1       +0 동일
  领  U+9886           17       17       +0 동일
  损  U+635F            9        9       +0 동일
  袱  U+88B1            2        2       +0 동일
  哧  U+54E7            2        2       +0 동일
  泣  U+6CE3            5        5       +0 동일
  殖  U+6B96            1        1       +0 동일
  涣  U+6DA3            3        3       +0 동일
  帶  U+5E36            6        6       +0 동일
  痼  U+75FC            2        2       +0 동일
  蝎  U+874E            2        2       +0 동일
  镤  U+9564            3        3       +0 동일
  刷  U+5237           33       33       +0 동일
  势  U+52BF           22       22       +0 동일
  構  U+69CB            2        2       +0 동일
  假  U+5047            9        9       +0 동일
  食  U+98DF           18       18       +0 동일
  漂  U+6F02           67       67       +0 동일
  本  U+672C           26       26       +0 동일
  居  U+5C45           12       12       +0 동일
  锆  U+9506            1        1       +0 동일
  胵  U+80F5            1        1       +0 동일
  帐  U+5E10            2        2       +0 동일
  戟  U+621F            1        1       +0 동일
  胎  U+80CE           11       11       +0 동일
  悄  U+6084            2        2       +0 동일
  旁  U+65C1           69       69       +0 동일
  们  U+4EEC           79       79       +0 동일
  陌  U+964C            1        1       +0 동일
  痔  U+75D4            1        1       +0 동일
  踊  U+8E0A            3        3       +0 동일
  诡  U+8BE1            1        1       +0 동일
  箭  U+7BAD            2        2       +0 동일
  金  U+F90A            3        3       +0 동일
  珍  U+73CD            2        2       +0 동일
  适  U+9002            1        1       +0 동일
  隐  U+9690            2        2       +0 동일
  填  U+586B            2        2       +0 동일
  耙  U+8019            6        6       +0 동일
  捧  U+6367           27       27       +0 동일
  末  U+672B            9        9       +0 동일
  呸  U+5478            2        2       +0 동일
  睐  U+7750            1        1       +0 동일
  猎  U+730E            2        2       +0 동일
  厨  U+53A8            5        5       +0 동일
  忍  U+5FCD            3        3       +0 동일
  辉  U+8F89            8        8       +0 동일
  曆  U+66C6            1        1       +0 동일
  桌  U+684C           12       12       +0 동일
  臭  U+81ED            5        5       +0 동일
  耕  U+8015            1        1       +0 동일
  甄  U+7504            1        1       +0 동일
  雜  U+96DC            3        3       +0 동일
  䴙  U+4D19            4        4       +0 동일
  徒  U+5F92           13       13       +0 동일
  貧  U+8CA7            6        6       +0 동일
  星  U+661F           13       13       +0 동일
  派  U+6D3E           58       58       +0 동일
  年  U+5E74           58       58       +0 동일
  院  U+9662           13       13       +0 동일
  思  U+601D            8        8       +0 동일
  毸  U+6BF8            2        2       +0 동일
  鑑  U+9451            2        2       +0 동일
  水  U+6C34          150      150       +0 동일
  凑  U+51D1            2        2       +0 동일
  扰  U+6270            1        1       +0 동일
  式  U+5F0F           20       20       +0 동일
  举  U+4E3E            7        7       +0 동일
  溢  U+6EA2            4        4       +0 동일
  痂  U+75C2            1        1       +0 동일
  氆  U+6C06            5        5       +0 동일
  侧  U+4FA7            6        6       +0 동일
  饼  U+997C            1        1       +0 동일
  讲  U+8BB2            9        9       +0 동일
  酱  U+9171            2        2       +0 동일
  拳  U+62F3            8        8       +0 동일
  匾  U+533E            1        1       +0 동일
  召  U+53EC            3        3       +0 동일
  铍  U+94CD           14       14       +0 동일
  嗙  U+55D9            2        2       +0 동일
  竟  U+7ADF            6        6       +0 동일
  驃  U+9A43            1        1       +0 동일
  大  U+5927          150      150       +0 동일
  胚  U+80DA           51       51       +0 동일
  搂  U+6402            1        1       +0 동일
  磕  U+78D5            3        3       +0 동일
  辣  U+8FA3            4        4       +0 동일
  数  U+6570           40       40       +0 동일
  缸  U+7F38            1        1       +0 동일
  杰  U+6770            1        1       +0 동일
  低  U+4F4E            7        7       +0 동일
  宰  U+5BB0            3        3       +0 동일
  樹  U+6A39            1        1       +0 동일
  游  U+6E38           12       12       +0 동일
  汇  U+6C47            7        7       +0 동일
  浅  U+6D45            2        2       +0 동일
  窮  U+7AAE            1        1       +0 동일
  捷  U+6377            3        3       +0 동일
  伊  U+4F0A            1        1       +0 동일
  当  U+5F53           35       35       +0 동일
  材  U+6750            8        8       +0 동일
  笏  U+7B0F            3        3       +0 동일
  瑜  U+745C            1        1       +0 동일
